,title,state,count,med,avg_med,sum_count,sum_med
2875,Validation Engineer,IL,1,8320.0,7360.0,4,15680.0
2876,Scientist,CA,1,7520.0,7360.0,4,31840.0
2877,Information Technology Project Coordinator,CA,1,7360.0,7360.0,1,7360.0
2878,Litigation Executive Assistant,,1,7360.0,7360.0,1,7360.0
2879,Machine Design (R&D) Project / Mechanical Engineer,VA,1,7360.0,7360.0,1,7360.0
2880,RN - Day Shifts - $45,WA,1,7360.0,7360.0,1,7360.0
2881,Scientist,NJ,1,7360.0,7360.0,4,31840.0
2882,Staff Nurse (RN),CA,2,7360.0,7360.0,2,7360.0
2883,Technical writer (Medical Device),IN,1,7360.0,7360.0,1,7360.0
2884,Validation Engineer,MA,1,7360.0,7360.0,4,15680.0
2885,Scientist,MI,1,6560.0,7360.0,4,31840.0
2886,Validation Engineer,NJ,1,,7360.0,4,15680.0
2887,Validation Engineer,NH,1,,7360.0,4,15680.0
2888,Analytics Developer II Remote,TX,1,7334.0,7334.0,1,7334.0
2889,Social Worker – Gynecologic Oncology,,1,7333.0,7333.0,1,7333.0
2890,Social Worker – Neurology (Health Brain Initiative),,1,7333.0,7333.0,1,7333.0
2891,"VP, Business Development",KS,1,7333.0,7333.0,1,7333.0
2892,Client Operations Manager,TX,1,7312.0,7312.0,1,7312.0
2893,"Senior Specialist, Product Sales Support & Analysis",CO,1,7309.0,7309.0,1,7309.0
2894,"Director, Online Education Programs",PA,1,7301.0,7301.0,1,7301.0
2895,Manufacturing Engineer,IN,1,16250.0,7291.0,13,65256.0
2896,Manufacturing Engineer,GA,1,9464.0,7291.0,13,65256.0
2897,UI/UX Designer,CO,1,9120.0,7291.0,3,22661.0
2898,Business Development Manager,LA,1,8750.0,7291.0,17,21874.0
2899,Manufacturing Engineer,OH,2,7500.0,7291.0,13,65256.0
2900,Manufacturing Engineer,CT,1,7500.0,7291.0,13,65256.0
2901,Advanced Engineer,MI,1,7291.0,7291.0,1,7291.0
2902,Audiologist,FL,1,7291.0,7291.0,1,7291.0
2903,Auto Body Technician,LA,1,7291.0,7291.0,1,7291.0
2904,Automotive Service Advisor - Corwin Ford of Spokane,WA,1,7291.0,7291.0,1,7291.0
2905,Biostatistician,NY,1,7291.0,7291.0,1,7291.0
2906,Business Development Manager,SC,1,7291.0,7291.0,17,21874.0
2907,Construction Project Engineer / Assistant Project Manager,PA,1,7291.0,7291.0,1,7291.0
2908,Director of Food And Beverage,AR,1,7291.0,7291.0,2,7291.0
2909,Document Control Technician- Aviation Construction,CA,1,7291.0,7291.0,1,7291.0
2910,"Financial Analyst, Costing",NY,1,7291.0,7291.0,1,7291.0
2911,Food And Beverage Operations Manager,CA,1,7291.0,7291.0,1,7291.0
2912,Litigation Secretary,,1,7291.0,7291.0,1,7291.0
2913,Manufacturing Engineer,CA,2,7291.0,7291.0,13,65256.0
2914,Marketing Specialist - Paid Search - SEM/SEO,,1,7291.0,7291.0,1,7291.0
2915,Project Engineer 2,CA,1,7291.0,7291.0,1,7291.0
2916,Restaurant Manager $75K - $100K (base pay + potential bonus),ND,1,7291.0,7291.0,2,14582.0
2917,Restaurant Manager $75K - $100K (base pay + potential bonus),IA,1,7291.0,7291.0,2,14582.0
2918,Senior Claims Examiner,GA,1,7291.0,7291.0,1,7291.0
2919,Technical Data Manager - clinical trails ,,1,7291.0,7291.0,1,7291.0
2920,Travel Sales Manager,,1,7291.0,7291.0,1,7291.0
2921,UI/UX Designer,,1,7291.0,7291.0,3,22661.0
2922,Manufacturing Engineer,TN,1,6458.0,7291.0,13,65256.0
2923,UI/UX Designer,CA,1,6250.0,7291.0,3,22661.0
2924,Business Development Manager,,7,5833.0,7291.0,17,21874.0
2925,Manufacturing Engineer,VA,1,5833.0,7291.0,13,65256.0
2926,Manufacturing Engineer,NC,1,4960.0,7291.0,13,65256.0
2927,Business Development Manager,WI,1,,7291.0,17,21874.0
2928,Business Development Manager,VA,1,,7291.0,17,21874.0
2929,Business Development Manager,TX,1,,7291.0,17,21874.0
2930,Business Development Manager,OH,2,,7291.0,17,21874.0
2931,Business Development Manager,NC,1,,7291.0,17,21874.0
2932,Business Development Manager,IL,1,,7291.0,17,21874.0
2933,Business Development Manager,FL,1,,7291.0,17,21874.0
2934,Director of Food And Beverage,,1,,7291.0,2,7291.0
2935,Manufacturing Engineer,SC,1,,7291.0,13,65256.0
2936,Manufacturing Engineer,ND,1,,7291.0,13,65256.0
2937,Manufacturing Engineer,MO,1,,7291.0,13,65256.0
2938,"Senior Specialist, Nurse",UT,1,7275.0,7275.0,1,7275.0
2939,Maintenance Training Instructor,CO,1,7273.0,7273.0,1,7273.0
2940,Team Leader Material Planning,CO,1,7273.0,7273.0,1,7273.0
2941,Area Sales Manager,MD,1,7260.0,7260.0,4,7260.0
2942,Area Sales Manager,UT,1,,7260.0,4,7260.0
2943,Area Sales Manager,FL,1,,7260.0,4,7260.0
2944,Area Sales Manager,,1,,7260.0,4,7260.0
2945,Building Maintenance Lead,CT,1,7250.0,7250.0,1,7250.0
2946,"Multifamily Underwriting, Sr. Analyst (Risk Distribution & Credit) - Hybrid - 3 days in office - VA",VA,1,7250.0,7250.0,1,7250.0
2947,Program Specialist - Cleared,DC,1,7241.0,7241.0,1,7241.0
2948,General Accountant,CA,1,7235.0,7235.0,1,7235.0
2949,Environmental Health & Safety (EHS) and Biosafety Officer,WA,1,7229.0,7229.0,1,7229.0
2950,Construction Foreman,MN,1,7208.0,7208.0,1,7208.0
2951,LTSS Enrollment Nurse,NY,1,7208.0,7208.0,1,7208.0
2952,OCM Data Analyst (Remote),VA,1,7208.0,7208.0,1,7208.0
2953,Sales and Use Tax Accountant (remote east and central time zones),WV,1,7204.0,7204.0,1,7204.0
2954,Business Analyst,IL,2,8750.0,7200.0,22,35159.0
2955,Business Analyst,,5,8166.0,7200.0,22,35159.0
2956,Senior Business Analyst,OK,1,8160.0,7200.0,11,15360.0
2957,2024 R&D Summer Intern- Track 2,TX,1,7200.0,7200.0,5,21600.0
2958,2024 R&D Summer Intern- Track 2,GA,1,7200.0,7200.0,5,21600.0
2959,2024 R&D Summer Intern- Track 2,CA,3,7200.0,7200.0,5,21600.0
2960,2024 R&D Summer Intern- Track 3,TX,1,7200.0,7200.0,4,21600.0
2961,2024 R&D Summer Intern- Track 3,GA,1,7200.0,7200.0,4,21600.0
2962,2024 R&D Summer Intern- Track 3,CA,2,7200.0,7200.0,4,21600.0
2963,2024 R&D Summer Intern-Track 1,GA,1,7200.0,7200.0,3,14400.0
2964,2024 R&D Summer Intern-Track 1,CA,2,7200.0,7200.0,3,14400.0
2965,Accounting Manager/Senior Tax Accountant,CA,1,7200.0,7200.0,1,7200.0
2966,Article Writer,NY,1,7200.0,7200.0,1,7200.0
2967,Business Analyst,TX,3,7200.0,7200.0,22,35159.0
2968,Digital Product Analyst,OH,1,7200.0,7200.0,1,7200.0
2969,Field Specialist/Laboratory,CA,1,7200.0,7200.0,1,7200.0
2970,Freelance Writer,CA,2,7200.0,7200.0,4,14400.0
2971,Freelance Writer,AZ,1,7200.0,7200.0,4,14400.0
2972,"Instrument & Equipment Specialist, Sterile Processing, Full Time, Evenings",CA,1,7200.0,7200.0,1,7200.0
2973,Physical Therapist (PT),,1,7200.0,7200.0,1,7200.0
2974,Process Development Scientist,PA,1,7200.0,7200.0,1,7200.0
2975,RN - PACU,NM,1,7200.0,7200.0,1,7200.0
2976,Registered Nurse (RN) - Telemetry,CA,1,7200.0,7200.0,1,7200.0
2977,Senior Business Analyst,,2,7200.0,7200.0,11,15360.0
2978,Senior WPF Engineer,TX,1,7200.0,7200.0,1,7200.0
2979,Sharepoint Administrator,VA,2,7200.0,7200.0,2,7200.0
2980,Staff Project Controls Specialist,TX,1,7200.0,7200.0,1,7200.0
2981,Systems Administrator ,CA,1,7200.0,7200.0,1,7200.0
2982,Technician- Studio/Control Room - perdiem position,NY,1,7200.0,7200.0,1,7200.0
2983,Tow Truck 4-Car Driver - 089,WV,1,7200.0,7200.0,1,7200.0
2984,Tow Truck Driver 2-Car,NE,1,7200.0,7200.0,1,7200.0
2985,Writer,MI,2,7200.0,7200.0,2,7200.0
2986,Business Analyst,CA,3,6083.0,7200.0,22,35159.0
2987,Business Analyst,MI,2,4960.0,7200.0,22,35159.0
2988,Business Analyst,WA,1,,7200.0,22,35159.0
2989,Business Analyst,PA,1,,7200.0,22,35159.0
2990,Business Analyst,NY,1,,7200.0,22,35159.0
2991,Business Analyst,MN,1,,7200.0,22,35159.0
2992,Business Analyst,GA,1,,7200.0,22,35159.0
2993,Business Analyst,FL,1,,7200.0,22,35159.0
2994,Business Analyst,CT,1,,7200.0,22,35159.0
2995,Freelance Writer,GA,1,,7200.0,4,14400.0
2996,Senior Business Analyst,TX,1,,7200.0,11,15360.0
2997,Senior Business Analyst,SC,1,,7200.0,11,15360.0
2998,Senior Business Analyst,OH,1,,7200.0,11,15360.0
2999,Senior Business Analyst,MO,1,,7200.0,11,15360.0
3000,Senior Business Analyst,MI,1,,7200.0,11,15360.0
3001,Senior Business Analyst,IL,1,,7200.0,11,15360.0
3002,Senior Business Analyst,FL,2,,7200.0,11,15360.0
3003,Process Improvement Advisor,AR,1,7142.0,7142.0,1,7142.0
3004,Salesforce Business Analyst,FL,1,7133.0,7133.0,3,7133.0
3005,Salesforce Business Analyst,,2,,7133.0,3,7133.0
3006,Executive Administrative Services Manager,CA,1,7129.0,7129.0,1,7129.0
3007,Human Resources Business Performance Analyst,VA,1,7129.0,7129.0,1,7129.0
3008,"Microsoft 365 Developer, Mid",VA,1,7129.0,7129.0,1,7129.0
3009,Organizational Transformation Consultant,VA,1,7129.0,7129.0,1,7129.0
3010,"Strategic Communications Specialist, Mid",VA,1,7129.0,7129.0,1,7129.0
3011,School-Based Mental Health Therapist ,OR,1,7125.0,7125.0,1,7125.0
3012,Immediate RI 23-24 Dean of College and Career,NY,1,7105.0,7105.0,1,7105.0
3013,Estimating Engineer - Air Moving Equipment and HVAC,,1,7092.0,7092.0,1,7092.0
3014,Immediate Open CT 23-24 Dean of College and Career,NY,1,7088.0,7088.0,1,7088.0
3015,Assistant Project Manager,NY,1,8091.0,7083.0,8,21840.0
3016,Automation Engineer,CA,2,8000.0,7083.0,7,15083.0
3017,Physical Therapist,AK,1,7520.0,7083.0,12,21269.0
3018,Senior Internal Auditor,CA,1,7474.0,7083.0,4,14557.0
3019,Quality Engineer,NY,1,7291.0,7083.0,10,14374.0
3020,Accounts Payable Team Lead,NY,1,7083.0,7083.0,1,7083.0
3021,"Analyst, Corporate Development",SC,1,7083.0,7083.0,1,7083.0
3022,Assistant Project Manager,TX,3,7083.0,7083.0,8,21840.0
3023,Automation Engineer,NY,1,7083.0,7083.0,7,15083.0
3024,Business Systems Analyst (Spanish Fluency),,1,7083.0,7083.0,1,7083.0
3025,Catering and Conference Services Manager,CA,1,7083.0,7083.0,1,7083.0
3026,Customer Service Manager,CA,1,7083.0,7083.0,1,7083.0
3027,Digital Account Manager,NY,1,7083.0,7083.0,2,7083.0
3028,Electrical Designer,MI,1,7083.0,7083.0,2,7083.0
3029,Electro Mechanical Technician,CA,1,7083.0,7083.0,1,7083.0
3030,Executive Assistant | Global Finance Firm ,CA,1,7083.0,7083.0,1,7083.0
3031,Export Manager,CA,2,7083.0,7083.0,2,7083.0
3032,"Field Account Manager Axiom- Chicago, IL",IL,1,7083.0,7083.0,1,7083.0
3033,Green Building Consultant,,1,7083.0,7083.0,1,7083.0
3034,Growth Marketing Manager,NY,1,7083.0,7083.0,1,7083.0
3035,Hospitality Manager,CA,1,7083.0,7083.0,1,7083.0
3036,"IT/eCommerce, Digital Integration Specialist ",NY,1,7083.0,7083.0,1,7083.0
3037,Imaging Engineer I,PA,1,7083.0,7083.0,1,7083.0
3038,Inside Sales Specialist,PA,1,7083.0,7083.0,1,7083.0
3039,Legal Billing Coordinator,,1,7083.0,7083.0,1,7083.0
3040,Pediatric Occupational Therapist,NC,1,7083.0,7083.0,2,7083.0
3041,Personal Finance Editor,NY,1,7083.0,7083.0,1,7083.0
3042,Physical Therapist,NY,1,7083.0,7083.0,12,21269.0
3043,Political Legal Analyst - Law Firm,WA,1,7083.0,7083.0,1,7083.0
3044,Quality Engineer,IN,2,7083.0,7083.0,10,14374.0
3045,Quality Engineer - 210672,IL,1,7083.0,7083.0,1,7083.0
3046,Registered Client Associate,IL,1,7083.0,7083.0,2,7083.0
3047,Registered Nurse (Care Team Supervisor) - Upper East Side,NY,2,7083.0,7083.0,2,7083.0
3048,Salesforce Administrator,TN,2,7083.0,7083.0,3,7083.0
3049,Senior Internal Auditor,TX,2,7083.0,7083.0,4,14557.0
3050,Senior Office Manager/Accountant,CT,1,7083.0,7083.0,1,7083.0
3051,Sr. Demand Planner,NY,1,7083.0,7083.0,1,7083.0
3052,Sr. Event Manager--Graphics Design Focus,,1,7083.0,7083.0,1,7083.0
3053,Supervising Attorney,NY,1,7083.0,7083.0,1,7083.0
3054,Supervisor Fixed Assets,CA,1,7083.0,7083.0,1,7083.0
3055,Supply Chain Managers (FORMER INTERN/CO-0P’s- TO FULLTIME),CA,1,7083.0,7083.0,1,7083.0
3056,"University Associate, Construction, Disputes & Advisory",NY,1,7083.0,7083.0,1,7083.0
3057,User Experience Design Specialist,TX,1,7083.0,7083.0,1,7083.0
3058,Assistant Project Manager,MN,1,6666.0,7083.0,8,21840.0
3059,Physical Therapist,TX,2,6666.0,7083.0,12,21269.0
3060,Assistant Project Manager,VA,1,,7083.0,8,21840.0
3061,Assistant Project Manager,FL,1,,7083.0,8,21840.0
3062,Assistant Project Manager,AZ,1,,7083.0,8,21840.0
3063,Automation Engineer,NC,1,,7083.0,7,15083.0
3064,Automation Engineer,AL,2,,7083.0,7,15083.0
3065,Automation Engineer,,1,,7083.0,7,15083.0
3066,Digital Account Manager,,1,,7083.0,2,7083.0
3067,Electrical Designer,DC,1,,7083.0,2,7083.0
3068,Pediatric Occupational Therapist,WA,1,,7083.0,2,7083.0
3069,Physical Therapist,WA,1,,7083.0,12,21269.0
3070,Physical Therapist,VA,2,,7083.0,12,21269.0
3071,Physical Therapist,NJ,1,,7083.0,12,21269.0
3072,Physical Therapist,MO,1,,7083.0,12,21269.0
3073,Physical Therapist,LA,1,,7083.0,12,21269.0
3074,Physical Therapist,CA,1,,7083.0,12,21269.0
3075,Physical Therapist,,1,,7083.0,12,21269.0
3076,Quality Engineer,UT,1,,7083.0,10,14374.0
3077,Quality Engineer,PA,1,,7083.0,10,14374.0
3078,Quality Engineer,MO,1,,7083.0,10,14374.0
3079,Quality Engineer,MD,1,,7083.0,10,14374.0
3080,Quality Engineer,KY,2,,7083.0,10,14374.0
3081,Quality Engineer,CA,1,,7083.0,10,14374.0
3082,Registered Client Associate,,1,,7083.0,2,7083.0
3083,Salesforce Administrator,CA,1,,7083.0,3,7083.0
3084,Senior Internal Auditor,GA,1,,7083.0,4,14557.0
3085,Client Service Manager- Enterprise,CA,1,7076.0,7076.0,2,14152.0
3086,Client Service Manager- Enterprise,,1,7076.0,7076.0,2,14152.0
3087,Business Operations Associate,CA,1,7075.0,7075.0,1,7075.0
3088,Human Resource Outsourcing Relationship Manager,CA,3,7066.0,7066.0,3,7066.0
3089,Cloud System Architect I,OR,1,7062.0,7062.0,1,7062.0
3090,Tourism Manager,WA,1,7061.0,7061.0,1,7061.0
3091,Financial Analyst (Hybrid),MD,1,7050.0,7050.0,1,7050.0
3092,Associate Researcher II (Dr. Patty Lee) - Pulmonary,,1,7046.0,7046.0,1,7046.0
3093,Health Insurance Supervisor ,VA,1,7041.0,7041.0,1,7041.0
3094,Offshore Wind Cost Estimator,TX,1,7041.0,7041.0,1,7041.0
3095,SAP Security Analyst,PA,3,7041.0,7041.0,3,7041.0
3096,Business Intelligence Developer,FL,1,7040.0,7040.0,2,7040.0
3097,Contract Manager,MA,1,7040.0,7040.0,2,7040.0
3098,"E&C Technician, Level 1-4 (McCamey, TX)",TX,1,7040.0,7040.0,1,7040.0
3099,HR Consultant / Leave Administrator,CA,1,7040.0,7040.0,1,7040.0
3100,Hardware Technical Project Manager,MN,1,7040.0,7040.0,1,7040.0
3101,Mechanical Designer,VA,1,7040.0,7040.0,3,7040.0
3102,Project Control Specialist,TX,2,7040.0,7040.0,3,7040.0
3103,Project Specialist,CA,2,7040.0,7040.0,2,7040.0
3104,Robotic Process Automation Consultant,NY,1,7040.0,7040.0,1,7040.0
3105,Technical writer (Medical device domain only ),IN,1,7040.0,7040.0,1,7040.0
3106,"Virtual Sales Associate Account Manager, Women's Health",RI,1,7040.0,7040.0,6,28160.0
3107,"Virtual Sales Associate Account Manager, Women's Health",NY,1,7040.0,7040.0,6,28160.0
3108,"Virtual Sales Associate Account Manager, Women's Health",NH,1,7040.0,7040.0,6,28160.0
3109,"Virtual Sales Associate Account Manager, Women's Health",MA,1,7040.0,7040.0,6,28160.0
3110,Business Intelligence Developer,IL,1,,7040.0,2,7040.0
3111,Contract Manager,,1,,7040.0,2,7040.0
3112,Mechanical Designer,TX,1,,7040.0,3,7040.0
3113,Mechanical Designer,NC,1,,7040.0,3,7040.0
3114,Project Control Specialist,NC,1,,7040.0,3,7040.0
3115,"Virtual Sales Associate Account Manager, Women's Health",ME,1,,7040.0,6,28160.0
3116,"Virtual Sales Associate Account Manager, Women's Health",CT,1,,7040.0,6,28160.0
3117,"Manager, Regional Maintenance",CO,1,7021.0,7021.0,1,7021.0
3118,Associate Facilities Engineer,SC,1,7020.0,7020.0,1,7020.0
3119,"Site Procurement Manager - San Bernardino, CA, Site Procurement Manager",CA,1,7020.0,7020.0,1,7020.0
3120,Application Support Engineer,AZ,1,7000.0,7000.0,1,7000.0
3121,Data Center Technician,OK,1,7000.0,7000.0,2,7000.0
3122,"Data Center Technician, Global Server Operations, Machine Learning",AL,1,7000.0,7000.0,1,7000.0
3123,Licensed Clinical Psychologist,MA,1,7000.0,7000.0,2,7000.0
3124,Licensed Psychologist,MA,1,7000.0,7000.0,1,7000.0
3125,Mental Health Counselor,MA,2,7000.0,7000.0,2,7000.0
3126,Support Specialist II,NY,1,7000.0,7000.0,1,7000.0
3127,Data Center Technician,AZ,1,,7000.0,2,7000.0
3128,Licensed Clinical Psychologist,IN,1,,7000.0,2,7000.0
3129,Director of Ticketing & Customer Service,CA,1,6979.0,6979.0,1,6979.0
3130,"Senior Accountant, Treasury",CA,1,6975.0,6975.0,1,6975.0
3131,Division Head Public Services,MA,1,6970.0,6970.0,1,6970.0
3132,"R&D Finance, Associate",NY,1,6970.0,6970.0,1,6970.0
3133,"Engineer, Equipment Engineering",OR,1,6966.0,6966.0,1,6966.0
3134,Senior Equipment Engineer,NC,1,6966.0,6966.0,1,6966.0
3135,"Clinical Supervisor, BCBA",CA,1,6958.0,6958.0,1,6958.0
3136,Events and Meetings Planner- Remote,FL,1,6941.0,6941.0,1,6941.0
3137,Dental Hygienist,HI,1,6933.0,6933.0,2,6933.0
3138,Truck Driver - Local Class A - $83200 Annually - Penske Logistics,AZ,1,6933.0,6933.0,1,6933.0
3139,Dental Hygienist,NJ,1,,6933.0,2,6933.0
3140,Sr. Cybersecurity Analyst,AZ,1,6920.0,6920.0,1,6920.0
3141,AWS Operations and Billing Specialist,CO,1,6916.0,6916.0,1,6916.0
3142,Immigration Supervisor/Supervising Attorney,NV,1,6916.0,6916.0,1,6916.0
3143,"Manager, Partnership / Travel Industry Management",HI,1,6916.0,6916.0,1,6916.0
3144,Sr Building Special Inspector,NY,1,6916.0,6916.0,1,6916.0
3145,Sales and Risk Consultant (MMA PCS),VA,1,6912.0,6912.0,1,6912.0
3146,Cardiac Telemetry RN,MO,1,6880.0,6880.0,1,6880.0
3147,Clinical Research Manager,IL,1,6880.0,6880.0,1,6880.0
3148,Contract Specialist,CA,1,6880.0,6880.0,2,6880.0
3149,Curriculum Subject Matter Expert,MI,1,6880.0,6880.0,1,6880.0
3150,Employee Relations Representative-IC3: 23-02231,,1,6880.0,6880.0,1,6880.0
3151,HVAC Certified Mechanic,NY,1,6880.0,6880.0,1,6880.0
3152,Human Resources Consultant,CA,1,6880.0,6880.0,1,6880.0
3153,Logistics Operations Manager,TX,1,6880.0,6880.0,1,6880.0
3154,Master Mechanic - Robert Mondavi Winery,CA,1,6880.0,6880.0,1,6880.0
3155,Medical Technologist,TX,1,6880.0,6880.0,3,6880.0
3156,Presentation Specialist,,1,6880.0,6880.0,1,6880.0
3157,Project Manager- Home Appliances,TX,1,6880.0,6880.0,1,6880.0
3158,"Social Worker - MSW, Social Services, Full Time",CA,1,6880.0,6880.0,1,6880.0
3159,Contract Specialist,WA,1,,6880.0,2,6880.0
3160,Medical Technologist,NC,2,,6880.0,3,6880.0
3161,Construction Manager,CA,2,14291.0,6875.0,7,21166.0
3162,Payroll Manager,FL,1,9166.0,6875.0,3,16041.0
3163,Board Certified Behavior Analyst (BCBA),MD,1,7083.0,6875.0,6,13958.0
3164,Benefits & Wellness Manager,,1,6875.0,6875.0,1,6875.0
3165,Billing and Revenue Manager,TN,1,6875.0,6875.0,1,6875.0
3166,Board Certified Behavior Analyst (BCBA),TN,3,6875.0,6875.0,6,13958.0
3167,Construction Manager,,1,6875.0,6875.0,7,21166.0
3168,Event Planner ,,1,6875.0,6875.0,1,6875.0
3169,Family Partner,MA,1,6875.0,6875.0,1,6875.0
3170,Financial Accountant,MA,1,6875.0,6875.0,1,6875.0
3171,Financial Planning Specialist,NY,1,6875.0,6875.0,1,6875.0
3172,Geographic Information System Specialist,,2,6875.0,6875.0,3,6875.0
3173,Human Resources Benefits Coordinator,NY,1,6875.0,6875.0,1,6875.0
3174,Human Resources Manager w/ Office Administration,CA,1,6875.0,6875.0,1,6875.0
3175,Laboratory Scientist,NY,1,6875.0,6875.0,1,6875.0
3176,Laboratory Supervisor,FL,1,6875.0,6875.0,1,6875.0
3177,Master Scheduler,,1,6875.0,6875.0,1,6875.0
3178,Payroll Manager,NY,1,6875.0,6875.0,3,16041.0
3179,Personal Assistant (NYC based hedge fund),NY,1,6875.0,6875.0,1,6875.0
3180,Print Production Manager,,1,6875.0,6875.0,1,6875.0
3181,Procurement Administrator (Remote) ,CA,1,6875.0,6875.0,1,6875.0
3182,Protocol Support Specialist,CO,1,6875.0,6875.0,1,6875.0
3183,Regional EHS Consultant [JSN-13212],WI,1,6875.0,6875.0,1,6875.0
3184,Senior Cost Analyst,MI,1,6875.0,6875.0,1,6875.0
3185,Senior Staff Accountant - Growth Opportunities!,FL,1,6875.0,6875.0,1,6875.0
3186,Sr Property Accountant,FL,1,6875.0,6875.0,1,6875.0
3187,Technical Site Manager,TX,1,6875.0,6875.0,1,6875.0
3188,Board Certified Behavior Analyst (BCBA),TX,1,,6875.0,6,13958.0
3189,Board Certified Behavior Analyst (BCBA),CA,1,,6875.0,6,13958.0
3190,Construction Manager,VA,1,,6875.0,7,21166.0
3191,Construction Manager,TX,1,,6875.0,7,21166.0
3192,Construction Manager,SC,1,,6875.0,7,21166.0
3193,Construction Manager,OH,1,,6875.0,7,21166.0
3194,Geographic Information System Specialist,NC,1,,6875.0,3,6875.0
3195,Payroll Manager,NC,1,,6875.0,3,16041.0
3196,PepsiCo SAP - Manufacturing Resource,TN,1,6868.0,6868.0,1,6868.0
3197,Project Management Support Supervisor (REMOTE),CA,1,6856.0,6856.0,1,6856.0
3198,Supply Chain Analyst II - Hybrid,WA,1,6833.0,6833.0,1,6833.0
3199,Senior Property Claims Adjuster - Field,ND,1,6806.0,6806.0,2,13612.0
3200,Senior Property Claims Adjuster - Field,IA,1,6806.0,6806.0,2,13612.0
3201,Healthcare Revenue Cycle ,OR,1,6794.0,6794.0,1,6794.0
3202,Senior SEO Technologist,TX,1,6791.0,6791.0,1,6791.0
3203,Community Manager,AZ,1,6760.0,6760.0,5,6760.0
3204,Community Manager,UT,1,,6760.0,5,6760.0
3205,Community Manager,TX,1,,6760.0,5,6760.0
3206,Community Manager,OH,1,,6760.0,5,6760.0
3207,Community Manager,NC,1,,6760.0,5,6760.0
3208,Electrical & Instrumentation Specialist,VA,1,6750.0,6750.0,1,6750.0
3209,Associate RF Engineer,NY,1,6741.0,6741.0,2,13482.0
3210,Associate RF Engineer,NJ,1,6741.0,6741.0,2,13482.0
3211,Revenue Requirement & FERC Analyst,NV,1,6737.0,6737.0,1,6737.0
3212,Area Manager,NY,1,8333.0,6725.0,3,15058.0
3213,Area Manager,CA,1,6725.0,6725.0,3,15058.0
3214,"Area Manager II - Bloomington, CA",CA,1,6725.0,6725.0,1,6725.0
3215,"Area Manager II - Hamburg, NY",NY,1,6725.0,6725.0,1,6725.0
3216,"Area Manager II - Tracy, CA",CA,1,6725.0,6725.0,1,6725.0
3217,"Transportation Area Manager II - Seatac, WA",WA,1,6725.0,6725.0,1,6725.0
3218,"Transportation Area Manager II - Sumner, WA",WA,1,6725.0,6725.0,1,6725.0
3219,Area Manager,,1,,6725.0,3,15058.0
3220,Process Engineer,IA,1,9791.0,6720.0,11,37096.0
3221,Process Engineer,CA,2,9375.0,6720.0,11,37096.0
3222,Senior Financial Analyst,VA,1,9166.0,6720.0,14,29272.0
3223,Azure Engineer,AZ,1,6720.0,6720.0,2,6720.0
3224,Construction Scheduler,TX,1,6720.0,6720.0,1,6720.0
3225,Diagnostics Engineer,CA,1,6720.0,6720.0,1,6720.0
3226,Discovery Associate,WA,1,6720.0,6720.0,1,6720.0
3227,Field Environmental Manager,OH,1,6720.0,6720.0,1,6720.0
3228,Histology Technician,NY,1,6720.0,6720.0,2,6720.0
3229,IT Infrastructure Engineer,CA,1,6720.0,6720.0,1,6720.0
3230,Insights Analyst,CA,1,6720.0,6720.0,1,6720.0
3231,LNG Operator Apprentice,RI,1,6720.0,6720.0,1,6720.0
3232,Market Intelligence Analyst,OR,1,6720.0,6720.0,1,6720.0
3233,Marketing Generalist,CA,1,6720.0,6720.0,1,6720.0
3234,Molecular R&D Scientist,NC,1,6720.0,6720.0,1,6720.0
3235,Process Engineer,PA,2,6720.0,6720.0,11,37096.0
3236,Quality Assurance Specialist,MN,1,6720.0,6720.0,2,6720.0
3237,RPA System Analyst,FL,1,6720.0,6720.0,1,6720.0
3238,Registered Nurse (RN) - Float Pool - Adult Acute Care and Critical Care,VA,1,6720.0,6720.0,1,6720.0
3239,Registered Nurse (RN) - Float Pool - Women's and Children's,VA,1,6720.0,6720.0,1,6720.0
3240,Research Associate III,WA,1,6720.0,6720.0,1,6720.0
3241,Science Writer,,1,6720.0,6720.0,1,6720.0
3242,Senior Financial Analyst,WA,1,6720.0,6720.0,14,29272.0
3243,Senior Financial Analyst,CA,5,6720.0,6720.0,14,29272.0
3244,Senior Graphic Designer,NJ,1,6720.0,6720.0,1,6720.0
3245,Tester,,1,6720.0,6720.0,1,6720.0
3246,Transport Service Dispatcher L3,WA,1,6720.0,6720.0,1,6720.0
3247,Treasury Analyst,WA,1,6720.0,6720.0,3,6720.0
3248,Wordpress Designer / Developer,IL,1,6720.0,6720.0,1,6720.0
3249,Workplace Manager,CA,2,6720.0,6720.0,2,6720.0
3250,Senior Financial Analyst,,3,6666.0,6720.0,14,29272.0
3251,Process Engineer,TX,1,6250.0,6720.0,11,37096.0
3252,Process Engineer,IL,1,4960.0,6720.0,11,37096.0
3253,Azure Engineer,OH,1,,6720.0,2,6720.0
3254,Histology Technician,MA,1,,6720.0,2,6720.0
3255,Process Engineer,WI,1,,6720.0,11,37096.0
3256,Process Engineer,NJ,2,,6720.0,11,37096.0
3257,Process Engineer,MO,1,,6720.0,11,37096.0
3258,Quality Assurance Specialist,NC,1,,6720.0,2,6720.0
3259,Senior Financial Analyst,TX,1,,6720.0,14,29272.0
3260,Senior Financial Analyst,IN,1,,6720.0,14,29272.0
3261,Senior Financial Analyst,IL,1,,6720.0,14,29272.0
