,company_name,title,salary,applies,job_count,min_salary,med_salary,max_salary
911,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
912,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
913,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
914,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
915,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
916,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
917,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
918,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
919,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
920,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
921,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
922,J. Galt Finance Suite,Sales Manager,12500,,15,12500,12500,12500
923,JG Wentworth,Entry Level Sales Representative,12500,11.0,1,12500,12500,12500
924,"LaFata Contract Services, LLC",Construction Project Manager,12500,12.0,1,12500,12500,12500
925,Life Search Technologies,"Sales Representative, cGMP #26324",12500,29.0,1,12500,12500,12500
926,NABIS,Head of Retail,12500,120.0,1,12500,12500,12500
927,NSG - Real Estate & Construction (Noor Staffing Group),Lead Superintendent - Data Center/Mission Critical,12500,7.0,1,12500,12500,12500
928,Oscar,Senior Scientist,12500,2.0,3,6250,12500,24583
929,Potbelly Sandwich Works,Director of Franchise Sales,12500,320.0,1,12500,12500,12500
930,"Progyny, Inc.","Director, Client Forecasting",12500,,1,12500,12500,12500
931,Sentry (sentry.io),"Enterprise, Strategic Customer Success Manager",12500,97.0,1,12500,12500,12500
932,Thor Companies,Network Engineer,12500,6.0,2,12500,12500,16666
933,Trylak Technologies,Business Controller - Manufacturing,12500,36.0,1,12500,12500,12500
934,W.E. Lyons Construction Co.,Superintendent,12500,3.0,1,12500,12500,12500
935,Zest AI,"Lead Backend Engineer (Typescript/AWS) - SaaS, FinTech, AI - Remote or Hybrid",12500,11.0,1,12500,12500,12500
936,ZEISS Group,Life Science Industrialization Specialist,12500,,4,8170,10845,18750
937,Elevate Digital,Sr Project Manager - Supply Chain,12500,51.0,2,10833,10833,12500
938,Staffingine LLC,System Administrator,12500,,2,10416,10416,12500
939,gpac,Podiatrist,12500,,7,4583,9166,12500
940,Jade Global,Planning Project manager - OKR,12500,245.0,2,8750,8750,12500
941,Robert Half,Software Engineer (PERN Stack),12500,1.0,50,1458,8750,15208
942,Morgan Stanley,Associate - IED - Regulatory Control Group,12500,24.0,8,5000,8541,12916
943,Korn Ferry,Senior Quality Engineer NDT Level 3,12500,17.0,2,8125,8125,12500
944,Addison Group,Senior Finance Manager,12500,38.0,7,3958,7916,12500
945,Confidential,AVP Global Tax Compliance,12500,2.0,9,10,7916,15000
946,OVJP Corporation,Mechanical Design Engineer,12500,20.0,2,7083,7083,12500
947,Insight Global,Data Analytics Manager,12500,67.0,83,1,7041,17600
948,Charlie Health,"Regional Director, Clinical Outreach (Midwest, OH / IN / MI)",12500,,2,6250,6250,12500
949,"Columbia Search Partners, Inc.",Senior Quality Manager,12500,9.0,2,5833,5833,12500
950,MSH,Vice President - Estimator,12500,3.0,2,5416,5416,12500
951,Bank of America,"Assistant Vice President, Quantitative Finance Analyst",12500,10.0,2,3680,3680,12500
952,Spencer Ogden,Investment Associate ,12500,76.0,2,3333,3333,12500
953,Randstad USA,Mechanical Design Engineer,12480,3.0,23,3360,7680,12916
954,Roth Staffing,Project Manager (Data Center Move) ,12480,,4,3458,5125,12480
955,Amazon Web Services (AWS),"AWS Security TPM, AWS Security Messaging",12479,2.0,12,11562,14600,19520
956,Apple,Triage Engineer - Apple Vision Pro,12437,,9,12437,15575,23958
957,Sempra Infrastructure,Project Manager - Treasury,12387,,1,12387,12387,12387
958,Olympus Corporation of the Americas,"Senior Manager, R&D",12377,2.0,2,12377,12377,12377
959,Olympus Corporation of the Americas,"Senior Manager, R&D",12377,,2,12377,12377,12377
960,Amazon Web Services (AWS),"ICT Design Engineer, DC Design Engineering",12375,,12,11562,14600,19520
961,Amazon Web Services (AWS),"ICT Design Engineer, DC Design Engineering",12375,,12,11562,14600,19520
962,RSM US LLP,"Tax Manager, Family Office",12358,,22,4504,5280,18425
963,RSM US LLP,"Tax Manager, Family Office",12358,,22,4504,5280,18425
964,RSM US LLP,"Tax Manager, Family Office",12358,,22,4504,5280,18425
965,Edward Jones,Team Leader - Business Agility,12353,11.0,3,4000,4000,12353
966,Honeywell,Sr. Advanced R&D Engineer,12333,,11,6708,12083,12333
967,"Sonos, Inc.",Principal Product Owner,12329,109.0,2,10570,10570,12329
968,Mitchell International,Remote Senior Legal Counsel 2,12324,55.0,1,12324,12324,12324
969,Geomagical Labs,3D Tools Engineer - Blender & Simplygon,12320,7.0,3,12320,12320,12320
970,Geomagical Labs,3D Cloud Graphics & Asset Pipeline Engineer - Contract,12320,15.0,3,12320,12320,12320
971,Geomagical Labs,Data Analyst - Remote / Contract,12320,300.0,3,12320,12320,12320
972,Strategic Staffing Solutions,Information Security Analyst,12320,,1,12320,12320,12320
973,WellPsyche Medical Group,Licensed Marriage & Family Therapist (LMFT) or Licensed Clinical Social Worker (LCSW)- 100% Remote - PT/FT Contract -California,12320,2.0,1,12320,12320,12320
974,Medix™,Registered Nurse - 210345,12320,3.0,6,4166,5416,12320
975,Compunnel Inc.,Mobile iOS Developer,12320,18.0,6,1,3360,12320
976,AC Transit,Principal Capital Planning Specialist,12304,2.0,2,12304,12304,14321
977,Google,"Cloud Customer Engineer, Data Management, Google Cloud",12291,2.0,93,7000,15250,22416
978,Google,"Cloud Customer Engineer, Data Management, Google Cloud",12291,,93,7000,15250,22416
979,Google,"Cloud Customer Engineer, Data Management, Google Cloud",12291,1.0,93,7000,15250,22416
980,Blackstone Talent Group,Project Engineer/Office Engineer,12291,,1,12291,12291,12291
981,CSuite Financial Partners,Finance Manager,12291,10.0,1,12291,12291,12291
982,DWS Group,Capital Markets Specialist - ETF,12291,69.0,7,8125,12291,14166
983,Maxton Shipping,Inside Sales Representative,12291,60.0,1,12291,12291,12291
984,Pettit Kohn Ingrassia Lutz & Dolin PC,Litigation Attorney,12291,,1,12291,12291,12291
985,Precision Solutions,Field Service Manager,12291,,1,12291,12291,12291
986,Mastercard,"Manager, Product Marketing. - IDS2005",12291,38.0,15,6250,12208,20833
987,gpac,Commercial Construction Estimator,12291,,7,4583,9166,12500
988,Jobot,Assistant Controller,12291,,47,5208,8333,16666
989,NBCUniversal,"Technical Product Manager, iOS",12291,51.0,9,4375,7500,12291
990,California Public Utilities Commission,Electric Modeling Senior Engineer,12255,,1,12255,12255,12255
991,Google,"Hardware Validation Engineer, Google Cloud",12250,3.0,93,7000,15250,22416
992,HCLTech,Actimize SME,12250,1.0,4,6500,7360,12250
993,REDF,"Director, Marketing and Communications",12242,9.0,1,12242,12242,12242
994,Mastercard,"Manager, Treasury Solutions",12208,9.0,15,6250,12208,20833
995,Harbor Freight Tools,"Manager, Workforce Management (Remote)",12175,486.0,4,6875,10691,12175
996,XPO,"Senior Manager, Cost Model Analytics - Remote",12170,21.0,9,3040,4160,12170
997,IBM,Application Architect - IBM Maximo,12166,,16,8166,11083,15041
998,IBM,Application Architect - IBM Maximo,12166,,16,8166,11083,15041
999,IBM,Application Architect - IBM Maximo,12166,,16,8166,11083,15041
1000,IBM,Application Architect - IBM Maximo,12166,,16,8166,11083,15041
1001,Project Partners,Engineering Manager,12160,3.0,4,9120,9120,12160
1002,City of Hope,Staff Scientist - GMP for Stem Cell Therapies,12160,5.0,13,3680,5120,12160
1003,Google,"UX Researcher, Pixel",12083,19.0,93,7000,15250,22416
1004,Google,"Interaction Designer, Google Cloud",12083,12.0,93,7000,15250,22416
1005,Google,"Interaction Designer, Google Cloud",12083,33.0,93,7000,15250,22416
1006,Google,"Interaction Designer, Google Cloud",12083,42.0,93,7000,15250,22416
1007,Centra Health,PMHNP,12083,1.0,1,12083,12083,12083
1008,Fitch Ratings,Senior Software Developer (Full Stack),12083,39.0,1,12083,12083,12083
1009,Giraphix Creative,Scrum Master,12083,51.0,1,12083,12083,12083
1010,Honeywell,ISC Analytics Manager,12083,,11,6708,12083,12333
1011,Honeywell,ISC Analytics Manager,12083,,11,6708,12083,12333
1012,Honeywell,ISC Analytics Manager,12083,1.0,11,6708,12083,12333
1013,Honeywell,ISC Analytics Manager,12083,,11,6708,12083,12333
1014,Honeywell,ISC Analytics Manager,12083,,11,6708,12083,12333
1015,Honeywell,ISC Analytics Manager,12083,,11,6708,12083,12333
1016,NCJW|LA,Chief Development Officer,12083,7.0,1,12083,12083,12083
1017,Perfetto Contracting Co. Inc.,Construction Superintendent,12083,4.0,1,12083,12083,12083
1018,Plastic Executive Recruiters,"Plant Manager, Blown Film",12083,24.0,1,12083,12083,12083
1019,Sawdey Solution Services,Cybersecurity Engineer – Insider Threat Protection ,12083,12.0,1,12083,12083,12083
1020,SchoolStatus,Director of Sales,12083,31.0,1,12083,12083,12083
1021,UPS,Seasonal Tractor Trailer Driver,12083,,1,12083,12083,12083
1022,Prosum,SAP FICO Solutions Architect,12083,28.0,5,11,11250,12083
1023,Phillips Spallas & Angstadt LLP,Associate Attorney,12083,9.0,3,10416,11041,12083
1024,T. Rowe Price,Senior Software Engineer (Oracle Cloud Team),12083,8.0,2,9791,9791,12083
1025,Career Group,Executive Assistant,12083,3.0,12,3200,9458,14791
1026,Ascendion,Insurance Defense Attorney - 100% Remote,12083,,11,3958,8641,12083
1027,Jobot,Plaintiff Attorney,12083,1.0,47,5208,8333,16666
1028,Jobot,Chief Financial Officer (Non-Profit),12083,15.0,47,5208,8333,16666
1029,Jobot,Multi-Family Superintendent,12083,5.0,47,5208,8333,16666
1030,iLocatum,Senior Project Manager,12083,10.0,8,6041,8333,12083
1031,LHH,Software Engineer V-Full Stack (Strong Front-End),12083,,41,3,7250,18750
1032,INSPYR Solutions,C++ Developer/Platform Engineer,12083,16.0,4,5416,6666,12083
1033,Merrick & Company,Senior Process Engineer,12083,,14,6041,6666,12083
1034,Merrick & Company,Senior Process Engineer,12083,,14,6041,6666,12083
1035,Merrick & Company,Senior Process Engineer,12083,,14,6041,6666,12083
1036,The Mom Project,Creative Director/Copywriter,12083,31.0,60,1750,5958,16250
1037,Inceed,Business Operations Finance Director,12083,3.0,2,5920,5920,12083
1038,Employbridge,Senior Director Web & SEO,12083,106.0,4,4583,5416,12083
1039,TikTok,Employee Expense Accountant - USDS,12050,7.0,7,7968,12712,17746
1040,PayPal,Senior Software Engineer - Android,12045,3.0,3,11270,12045,12045
1041,PayPal,Cyber Security Product Marketing Manager,12045,3.0,3,11270,12045,12045
1042,Zurich North America,SAP FS-RI Consultant,12044,1.0,1,12044,12044,12044
1043,Elastic,Customer Architect,12036,2.0,2,6520,6520,12036
1044,Mount Sinai Health System,Nursing Education Manager - Pediatrics - Kravis Children's Hospital - Full-time,12030,,16,3200,5537,12030
1045,Crossover ,"Leadership Coach, Alpha - an EDU Startup - $150,000/year USD",12000,,23,2400,16666,66666
1046,Crossover ,"Executive Coach, Alpha - an EDU Startup - $150,000/year USD",12000,1.0,23,2400,16666,66666
1047,Crossover ,"Coach, Alpha - an EDU Startup - $150,000/year USD",12000,2.0,23,2400,16666,66666
1048,Crossover ,"Performance Coach, Alpha - an EDU Startup - $150,000/year USD",12000,,23,2400,16666,66666
1049,American Steel Builders,"REMOTE STEEL BUILDING SALES MAKE $1,000 TO $3000 TO $10,000 PER ORDER!",12000,,1,12000,12000,12000
1050,Applicantz,Cloud DevOps Engineer,12000,9.0,1,12000,12000,12000
1051,PRI Technology,Senior Revenue Growth Management Category Analyst ,12000,3.0,1,12000,12000,12000
1052,VanderHouwen,Senior Software Engineer,12000,23.0,2,12000,12000,13541
1053,Rang Technologies Inc,Software Quality Assurance Engineer,12000,,3,5280,10720,12000
1054,Robert Half,Chief of Staff,12000,17.0,50,1458,8750,15208
1055,Akkodis,Software Architect (Mulesoft),12000,10.0,24,2880,8160,15520
1056,Randstad USA,Requirements Systems Engineer,12000,7.0,23,3360,7680,12916
1057,Tech One IT,BI Developer,12000,68.0,2,6720,6720,12000
1058,Agilent Technologies,Sales,12000,17.0,8,6699,6699,20866
1059,"Milestone Technologies, Inc.",Data Scientist/ Product Analyst ,12000,7.0,21,3200,6458,14583
1060,Cella,Partner Marketing Manager (Remote),12000,21.0,8,4160,5920,12000
1061,24 Seven Talent,"Senior Manager, Color and Artwork Development ",12000,22.0,17,3360,5833,12640
1062,Net2Source Inc.,Java Architect,12000,33.0,7,35,5120,12000
1063,Indotronix Avani Group,Postgres Database Developer,12000,72.0,2,4960,4960,12000
1064,ApTask,Salesforce Program Manager,12000,,3,3040,4320,12000
1065,Gravity IT Resources,Senior Project Manager,12000,,4,2720,4166,12000
1066,OSTechnical, Infrastructure Engineer DNS ,12000,9.0,2,4000,4000,12000
1067,CareSource,"REMOTE - Director, Compliance - External Regulatory Audit Management - R6532",11962,53.0,2,11962,11962,11962
1068,CareSource,"Director, Compliance - External Regulatory Audit Management",11962,62.0,2,11962,11962,11962
1069,PsiQuantum,Firmware Engineer,11958,69.0,1,11958,11958,11958
1070,ProAssurance,BI Manager,11949,4.0,10,4960,5938,11949
1071,ProAssurance,BI Manager,11949,8.0,10,4960,5938,11949
1072,ProAssurance,BI Manager,11949,2.0,10,4960,5938,11949
1073,ProAssurance,BI Manager,11949,1.0,10,4960,5938,11949
1074,ProAssurance,BI Manager,11949,,10,4960,5938,11949
1075,Juniper Square,Information Security Analyst,11941,131.0,3,11941,11941,11941
1076,Juniper Square,Information Security Analyst,11941,147.0,3,11941,11941,11941
1077,Juniper Square,Information Security Analyst,11941,76.0,3,11941,11941,11941
1078,Hyundai AutoEver America,"10713 - Manager, Platform Solutions",11941,2.0,2,8079,8079,11941
1079,Pharmavite,"PHV Mgr, HRBP",11937,5.0,3,8283,11633,11937
1080,Datadog,Strategic Account Executive (SLED),11875,7.0,7,8333,15125,22041
1081,Mastercard,Senior Software Engineer,11875,16.0,15,6250,12208,20833
1082,Mastercard,Senior Software Engineer - Mainframe,11875,25.0,15,6250,12208,20833
1083,EnergyHub,Senior Product Designer,11875,,3,9583,11875,13541
1084,"Placers Professional, a division of Placers",Tax Manager,11875,,1,11875,11875,11875
1085,SC House Calls,Pharmacist,11875,10.0,1,11875,11875,11875
1086,LTIMindtree,Program Manager,11875,63.0,3,6666,8333,11875
1087,Lendmark Financial Services,"AVP, Associate General Counsel ",11875,10.0,2,7500,7500,11875
1088,ATTN:,Creative Director,11875,155.0,2,6250,6250,11875
1089,Aimic Inc,"Data Governance Lead in Health Care (Only Local to MD, VA & DC States)",11875,,2,4960,4960,11875
1090,Idaho National Laboratory,Transportation Data Quality Assurance Analyst,11869,22.0,6,5133,8532,11869
1091,"Romac Industries, Inc.",Inventory Director,11862,24.0,1,11862,11862,11862
1092,Mastech Digital,Senior Terraform QA Engineer,11840,11.0,2,10000,10000,11840
1093,Akkodis,Cloud Architect,11840,55.0,24,2880,8160,15520
1094,Dignity Health,Nurse Shift Manager,11840,,2,8000,8000,11840
1095,CHOC Children's,"Assistant Nurse Manager, Neurology Clinic, Full Time",11840,,3,5920,6880,11840
1096,Harvey Nash USA,Expert Solutions Architect,11840,48.0,3,6880,6880,11840
1097,"Akraya, Inc.",Quality and Reliability Engineer (Hardware): 23-02230,11840,4.0,8,4000,4960,11840
1098,Google,"Data Engineer, Google Nest",11833,278.0,93,7000,15250,22416
1099,University of Southern California,"Director of Mailing, and Material Management Services",11809,6.0,1,11809,11809,11809
1100,Effectv,"Director, Advanced TV",11779,6.0,1,11779,11779,11779
1101,ServiceNow,Senior Support Account Manager,11775,4.0,2,11775,11775,13250
1102,PacifiCorp,"Real-Time Market Transmission Operations Adviser - Portland, Oregon - #111020",11770,,2,11770,11770,11770
1103,PacifiCorp,"Real-Time Market Transmission Operations Adviser - Portland, Oregon - #111020",11770,,2,11770,11770,11770
1104,First Citizens Bank,SV-Associate II Proj Finance,11767,18.0,1,11767,11767,11767
1105,NYU Langone Health,"PA or NP - IBD Center, Gastroenterology",11757,,40,1754,5920,27500
1106,Johnson Electric,Oracle EBS Techno Functional Consultant-Onsite,11750,1.0,2,11750,11750,11750
1107,Johnson Electric,Oracle EBS Techno Functional Consultant-Onsite,11750,2.0,2,11750,11750,11750
1108,Metropolitan Transportation Authority,"Deputy Chief Product Group, Software Engineer, UI/UX &amp; Agile",11750,2.0,15,5013,9106,13508
1109,Archer,Flight Test Engineer,11743,1.0,1,11743,11743,11743
1110,DocCafe,"Anesthesiology Physician Assistant - $129,444/yearly - $151,944/yearly",11724,,5,11520,12800,35416
1111,AeroVironment,Autonomy Robotics Engineer II,11717,13.0,2,6240,6240,11717
1112,Management Sciences for Health,"Director, Health Systems Strengthening (Part-Time)",11712,13.0,1,11712,11712,11712
1113,Google,"Strategic Advisor, Strategy and Operations, Google Play Games",11708,25.0,93,7000,15250,22416
1114,Google,"UX Program Manager, Pixel",11708,17.0,93,7000,15250,22416
1115,Mastercard,Senior Platform Architect,11708,1.0,15,6250,12208,20833
1116,Nautilus Biotechnology,"Scientist I/II, Biophysics",11708,4.0,1,11708,11708,11708
1117,UCI Health,Clinical Apps Professional 4- IS Systems Application- FT Remote,11700,6.0,1,11700,11700,11700
1118,Ascendion,Java Full Stack Developer,11700,109.0,11,3958,8641,12083
1119,East Bay Regional Park District,Real Estate Manager (Land Acquisition),11693,15.0,1,11693,11693,11693
1120,Insight Global,Middleware Engineer,11680,8.0,83,1,7041,17600
1121,NYU Langone Health,"Physician Assistant, Per Diem - Great Neck Medical Center",11680,,40,1754,5920,27500
1122,"Acara Solutions, An Aleron Company",Cost Accounting Manager (Aerospace Manufacturing),11666,4.0,1,11666,11666,11666
1123,Aparium Hotel Group,Director of Finance,11666,8.0,1,11666,11666,11666
1124,Curative,Director of Network Management,11666,52.0,3,6666,11666,15416
1125,FPC - FORTUNE PERSONNEL CONSULTANTS (Orlando Office),SALES MANAGER - (Automotive Tier 1),11666,,1,11666,11666,11666
1126,Ironclad,Workplace Manager,11666,,1,11666,11666,11666
1127,Lark,Customer Success Manager - Lark,11666,81.0,1,11666,11666,11666
1128,Proven Recruiting,RCM Director,11666,12.0,4,9120,11666,22500
1129,Right 1 Recruiting,"Staff Manufacturing Engineer, NPD",11666,8.0,1,11666,11666,11666
1130,"SNS Law Group, LLP.",Associate Attorney,11666,1.0,1,11666,11666,11666
1131,Second Order Effects,Senior Test Engineer,11666,,1,11666,11666,11666
1132,Sompo International,"AVP, US Commercial Property (R1268)",11666,4.0,1,11666,11666,11666
1133,Tampa Maid,Key Account Manager,11666,73.0,1,11666,11666,11666
1134,The Rosen Group,Learning and Development Manager,11666,74.0,1,11666,11666,11666
1135,WithSecure,Senior Security Consultant,11666,1.0,1,11666,11666,11666
1136,WolfCreek Consulting,Human Resource Information System Manager,11666,9.0,1,11666,11666,11666
1137,Accruent,Software Engineer II - Remote,11666,82.0,4,9191,11545,11666
1138,Accruent,Product Manager - Remote,11666,79.0,4,9191,11545,11666
1139,Prosum,SAP FICO Solutions Architect,11666,19.0,5,11,11250,12083
1140,Mission Staffing,"IPV/Valuations Manager, Investment Bank",11666,13.0,8,6250,10833,16666
1141,Premier Financial Search,Tax Manager,11666,6.0,5,8125,10833,13125
1142,Corps Team,Chief Development Officer,11666,5.0,3,3680,9600,11666
1143,Human Capital Ventures,Electrical Engineering Manager ,11666,15.0,3,8750,9375,11666
1144,Morgan Stanley,Vendor Risk Manager - Vice President,11666,5.0,8,5000,8541,12916
1145,Hays,Director of Property Management,11666,62.0,12,4800,8320,12640
1146,LHH,Design Engineer,11666,112.0,41,3,7250,18750
1147,GovCIO,Technical Product/Project Manager (HIG) (Remote),11666,3.0,7,5791,7208,11666
1148,GovCIO,Technical Cross Functional Integration Project Manager (Remote),11666,4.0,7,5791,7208,11666
1149,Insight Global,Superintendent,11666,,83,1,7041,17600
1150,Insight Global,Dynamic 365 Functional Analyst,11666,,83,1,7041,17600
1151,Insight Global,Data Analytics Manager - Strategic Sourcing,11666,22.0,83,1,7041,17600
1152,The Hartford,Lead Software Engineer - Cloud (Remote),11658,23.0,1,11658,11658,11658
1153,Amazon Web Services (AWS),"Executive Communications Manager, Strategic Communications, SMGS",11650,7.0,12,11562,14600,19520
1154,Pharmavite,Associate Brand Manager - Gummies,11633,5.0,3,8283,11633,11937
1155,G-P/Globalization Partners,Senior Internal Communications Manager,11625,101.0,1,11625,11625,11625
1156,Edelman,"Vice President, AI Platform Evaluation and Offering Development Lead",11625,1.0,9,4333,10416,15416
1157,NYU Langone Health,Nurse Practitioner or Physician Assistant - Cardiology (ACHD) - 8hr Days,11604,1.0,40,1754,5920,27500
1158,Google,"Business Partner, Acquisitions, Google Customer Solutions",11583,12.0,93,7000,15250,22416
1159,Google,"Business Partner, Acquisitions, Google Customer Solutions",11583,8.0,93,7000,15250,22416
1160,Amazon Web Services (AWS),"Program Manager for Open Source Community Outreach and Engagement, AWS Open Source Strategy and Marketing",11562,5.0,12,11562,14600,19520
1161,Amazon,"Senior Program Manager, Voice of Seller",11562,7.0,56,2720,11404,24479
1162,Amazon,"Program Manager III, DP&R",11562,17.0,56,2720,11404,24479
1163,Amazon,"Sr. Program Manager, Selling Partner Trust",11562,4.0,56,2720,11404,24479
1164,Chime,"Team Lead, Complaints",11558,253.0,1,11558,11558,11558
1165,Accruent,QA Manager - Remote,11545,140.0,4,9191,11545,11666
1166,Fortive,HR ServiceNow Product Owner,11545,35.0,1,11545,11545,11545
1167,ArenaNet LLC,Senior Linux Systems Engineer (Unannounced Project),11541,10.0,1,11541,11541,11541
1168,National Grid,"Lead Program Manager, Infrastructure Investments",11541,1.0,4,5416,6720,11541
1169,Colgate-Palmolive,Procurement Manager- Home Care/ Personal Care Products,11535,15.0,2,11208,11208,11535
1170,DocCafe,Internal Medicine Physician Assistant - $65/hourly - $80/hourly,11520,,5,11520,12800,35416
1171,Aya Locums,"Locum Family Practice Nurse Practitioner job in , ME - Make $65/hr - $80/hr",11520,,4,11520,11520,15200
1172,Aya Locums,"Locum Family Practice Nurse Practitioner job in El Centro, CA - Make $65/hr - $80/hr",11520,,4,11520,11520,15200
1173,Optomi,Kubernetes Engineer (100% Remote),11520,137.0,1,11520,11520,11520
1174,Performance Health,Sales Consultant,11520,25.0,1,11520,11520,11520
1175,"Zillion Technologies, Inc.",Sr. Multimedia Designer---- 100 % REMOTE,11520,,3,3360,11520,12800
1176,Mission Staffing,Compliance Specialist,11520,28.0,8,6250,10833,16666
1177,Matlen Silver,Sr Enterprise Project Manager - REMOTE,11520,,5,4320,10720,11520
1178,Russell Tobin,Project Manager(Workday),11520,82.0,12,4000,10240,19166
1179,Motion Recruitment,Business Intelligence Analyst,11520,101.0,6,4000,10080,12800
1180,Motion Recruitment,Business Intelligence Analyst,11520,110.0,6,4000,10080,12800
1181,Atrium,Systems Administrator,11520,,20,3200,5440,11520
1182,SPECTRAFORCE,DevSecOps Vault Engineer - Only W2,11520,34.0,5,3200,4160,11520
1183,Amazon,"Quality Assurance Engineer , Amazon Special project",11508,24.0,56,2720,11404,24479
1184,Metropolitan Transportation Authority,Assistant Vice President Project Controls Executive,11484,,15,5013,9106,13508
1185,AO1 Roofing and Construction,Outside Sales Representative,11458,,1,11458,11458,11458
1186,Acadia Center,"Senior Director, Climate & Clean Energy Programs",11458,47.0,1,11458,11458,11458
1187,CohnReznick LLP,Assurance Manager [Affordable Housing],11458,,1,11458,11458,11458
1188,NORMS Restaurants,Director of Information Technology,11458,44.0,1,11458,11458,11458
1189,PubMatic,"Associate Director, Commerce Media (Sales)",11458,11.0,1,11458,11458,11458
1190,Tiello,Lead Superintendent (Multi-Family),11458,4.0,3,5625,11458,14583
1191,AcctPositions,Director of Financial Planning and Analysis,11458,,3,5500,9375,11458
1192,Hays,Construction Project Manager - Multifamily,11458,25.0,12,4800,8320,12640
1193,Hays,Construction Project Manager - Multifamily,11458,,12,4800,8320,12640
1194,Ascendo Resources,Tax Manager,11458,1.0,3,4000,7500,11458
1195,GovCIO,Project Manager (Remote),11458,23.0,7,5791,7208,11666
1196,Ledgent Technology,Cloud Engineering Manager,11458,53.0,2,6250,6250,11458
1197,healthPrecision,Senior .NET Backend Developer,11458,56.0,2,6250,6250,11458
1198,The Mom Project,Litigation Associate Attorney,11458,,60,1750,5958,16250
1199,Bechtel Corporation,Senior Prime Contracts Administrator 1,11457,,2,5655,5655,11457
1200,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1201,Blackbaud,Red Team Engineer,11445,2.0,34,7591,11445,13387
1202,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1203,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1204,Blackbaud,Red Team Engineer,11445,2.0,34,7591,11445,13387
1205,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1206,Blackbaud,"Security Engineer, Penetration Testing",11445,,34,7591,11445,13387
1207,Blackbaud,"Security Engineer, Penetration Testing",11445,,34,7591,11445,13387
1208,Blackbaud,Red Team Engineer,11445,1.0,34,7591,11445,13387
1209,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1210,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1211,Blackbaud,"Security Engineer, Penetration Testing",11445,,34,7591,11445,13387
1212,Blackbaud,"Security Engineer, Penetration Testing",11445,,34,7591,11445,13387
1213,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1214,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1215,Blackbaud,"Security Engineer, Penetration Testing",11445,1.0,34,7591,11445,13387
1216,Blackbaud,"Security Engineer, Penetration Testing",11445,,34,7591,11445,13387
1217,Blackbaud,Red Team Engineer,11445,1.0,34,7591,11445,13387
1218,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1219,Blackbaud,Red Team Engineer,11445,,34,7591,11445,13387
1220,Oregon State Bar,Director of Information and Design Technology,11435,9.0,1,11435,11435,11435
1221,DLA Piper,Ebilling Manager Client Accounts,11416,38.0,1,11416,11416,11416
1222,GSA,Program Advisor,11409,12.0,5,6319,8903,11409
1223,Amazon,"Senior Pricing Manager, Amazon Freight",11404,6.0,56,2720,11404,24479
1224,Cisco,Global SMB Regional Activation Manager,11391,9.0,17,10800,18079,27420
1225,Stage 4 Solutions,"Technical Support Engineer – (Shift time: 4:30PM PST – 1:30AM PST) (Hybrid – San Diego, CA)",11360,10.0,1,11360,11360,11360
1226,"Pinnacle Group, Inc.",Data Analyst ,11360,208.0,6,5208,9920,11360
1227,Akkodis,Infrastructure Architect,11360,29.0,24,2880,8160,15520
1228,Randstad USA,Project Manager,11360,11.0,23,3360,7680,12916
1229,Atrium,Enterprise Systems Integration Developer,11360,,20,3200,5440,11520
1230,Harris Teeter,"Pharmacy Manager Store 423 – **Relocation  Available* Hilton Head, SC",11333,1.0,2,8666,8666,11333
1231,CenterWell Home Health,"Registered Nurse, Home Health Full Time",11315,,3,6280,10040,11315
1232,Samsung Semiconductor US,"Senior Engineer, L1 and PHY Cellular Engineering",11287,1.0,3,9291,11287,13583
1233,Idaho National Laboratory,Data Scientist,11284,16.0,6,5133,8532,11869
1234,Idaho National Laboratory,Project Manager,11284,4.0,6,5133,8532,11869
1235,Peloton Interactive,"Platform Engineer, Streaming",11275,15.0,3,3520,11275,13300
1236,U.S. Department of Veterans Affairs,Bankruptcy Attorney,11273,105.0,1,11273,11273,11273
1237,PayPal,Enterprise Location Partnership Manager,11270,13.0,3,11270,12045,12045
1238,Coda Search│Staffing,"VP, Channel Marketing",11250,46.0,3,7500,11250,14583
